;Gender;Length;Diameter;Height;Whole_Weight;Shucked_Weight;Viscera_Weight;Shell_Weight;Age;label1;label2;label3
1025;2;0.645;0.52;0.175;1.636;0.779;0.342;0.43200000000000005;11;11.755033085090924;11.876146454372563;10.732243891474038
1026;2;0.645;0.52;0.175;1.561;0.7090000000000001;0.3555;0.4;8;6.209233069265607;9.23831776057741;6.2551941100488495
1027;1;0.645;0.505;0.165;1.4325;0.684;0.308;0.336;8;11.581961560307278;10.029111586065785;8.308908686085553
1028;2;0.645;0.5;0.175;1.3385;0.633;0.299;0.349;11;3.630424223824427;10.403995205113521;9.094452041532575
1029;1;0.645;0.5;0.16;1.2465;0.5475;0.327;0.3;10;7.435192865468659;8.660243215105327;10.927086324291595
1030;1;0.645;0.515;0.15;1.212;0.515;0.2055;0.385;10;15.58284301834913;10.36444324116284;10.375840302269678
1031;2;0.65;0.495;0.16;1.304;0.57;0.312;0.3725;9;8.069802912000291;9.353614502610391;10.275067217052138
1032;2;0.65;0.52;0.21;1.6785;0.6665;0.308;0.46;11;9.377037261773223;11.135084008983947;10.628878669812535
1033;2;0.65;0.525;0.185;1.6219999999999999;0.6645;0.3225;0.47700000000000004;10;4.690803607756678;11.133924258538023;12.67190967199767
1034;1;0.655;0.46;0.16;1.494;0.6895;0.331;0.1825;9;9.833960350967232;13.92821580533373;9.200130384775925
1035;1;0.655;0.51;0.175;1.6525;0.8515;0.3365;0.40299999999999997;10;2.3974531910130645;11.051023836535508;10.27360377345387
1036;1;0.66;0.505;0.185;1.528;0.69;0.3025;0.441;11;13.602482778810636;13.333575202384825;10.16314688909884
1037;2;0.66;0.535;0.19;1.5905;0.6425;0.297;0.5175;9;16.585801748454365;7.380154326921399;10.16897740254173
1038;2;0.66;0.495;0.195;1.6275;0.594;0.3595;0.485;10;4.85002967524543;11.538325481658887;11.517731293061898
1039;1;0.66;0.475;0.18;1.3695;0.6409999999999999;0.294;0.335;6;1.9633061413884683;6.117952210439495;5.899781826171688
1040;2;0.67;0.525;0.165;1.6085;0.682;0.3145;0.4005;11;9.227972989016193;10.417338540949844;9.236110274339385
1041;1;0.675;0.57;0.225;1.587;0.7390000000000001;0.2995;0.435;10;9.843481221091979;8.783728393769339;8.742662367696179
1042;1;0.675;0.565;0.195;1.8375;0.7645;0.3615;0.5529999999999999;12;12.802694059061654;11.827554990262323;11.905107022118239
1043;2;0.68;0.535;0.185;1.607;0.7245;0.3215;0.498;12;16.770972187934547;14.066327585871104;10.869501393291209
1044;2;0.69;0.525;0.175;1.7005;0.8255;0.36200000000000004;0.405;8;6.269327271812975;9.206670768422063;8.70514047045076
1045;2;0.69;0.505;0.2;1.8719999999999999;0.893;0.4015;0.48;10;11.175593979926965;10.743050327287065;9.98365448063229
1046;1;0.695;0.535;0.175;1.8385;0.8035;0.396;0.503;10;5.980043500807736;10.032895792869803;10.208113691164726
1047;1;0.705;0.535;0.18;1.685;0.693;0.42;0.4045;12;6.991636719954714;15.873733341825812;12.032466072218908
1048;2;0.71;0.565;0.205;2.198;1.012;0.5225;0.5475;11;15.537564615809286;10.968859127541357;10.887757251676813
1049;2;0.715;0.565;0.175;1.9525;0.7645;0.4185;0.4135;10;10.041520508639687;6.772573229182716;10.6611202929934
1050;1;0.715;0.525;0.185;1.56;0.6655;0.38299999999999995;0.405;11;9.091145496522405;10.825567999311565;11.479050124190262
1051;1;0.735;0.6;0.22;2.555;1.1335;0.44;0.6;11;13.460241257542728;8.224382768917817;12.282130017221562
1052;2;0.765;0.6;0.22;2.302;1.0070000000000001;0.509;0.6205;12;13.90471774283868;10.180097796957604;12.614361621912867
1053;0;0.185;0.13;0.045;0.028999999999999998;0.012;0.0075;0.0095;4;4.705492103936308;3.354980465546036;3.3534323950113034
1054;0;0.195;0.15;0.045;0.0375;0.018000000000000002;0.006;0.011000000000000001;3;6.811634431917127;5.872065108116866;2.71507321900169
1055;0;0.195;0.135;0.04;0.0325;0.0135;0.005;0.0095;4;1.0821897515553953;3.951016787103669;4.004208772321616
1056;0;0.2;0.155;0.04;0.0435;0.0155;0.009000000000000001;0.006999999999999999;4;7.682445147651722;3.9755702894241733;3.0950841022317834
1057;0;0.225;0.165;0.055;0.059000000000000004;0.027000000000000003;0.0125;0.015;4;11.530006876875706;0.302915098343048;1.8007682632077868
1058;0;0.245;0.18;0.065;0.071;0.03;0.013000000000000001;0.0215;4;7.582055392979332;6.374521362640579;5.649151327000242
1059;0;0.25;0.18;0.065;0.0685;0.0245;0.0155;0.0225;5;5.698273428842916;6.398266395498244;2.5717041147415713
1060;0;0.265;0.195;0.055;0.084;0.0365;0.0175;0.025;7;14.565079803241208;6.95585330419233;6.0992580850388896
1061;0;0.275;0.195;0.065;0.106;0.054000000000000006;0.02;0.027999999999999997;6;-0.2169927069171651;7.867879601981805;6.089764876567317
1062;0;0.28;0.21;0.085;0.1075;0.0415;0.024;0.034;5;2.180107643403501;9.716411968038422;3.6781002481481693
1063;0;0.285;0.22;0.065;0.096;0.0405;0.0205;0.03;5;9.212127127712325;9.258574401647484;5.195444500289059
1064;0;0.3;0.22;0.08;0.1255;0.055;0.0265;0.039;6;11.636503944827515;7.559109423261706;6.309174991584644
1065;0;0.315;0.235;0.055;0.151;0.065;0.027000000000000003;0.039;6;-2.171875238199677;3.728813692718425;5.754447688271864
1066;0;0.32;0.225;0.085;0.1415;0.0675;0.0295;0.0405;6;2.0797540490886077;3.404113453374399;7.085754515385004
1067;0;0.34;0.265;0.08;0.2015;0.09;0.0475;0.055;5;7.705527062839388;2.6562879679388627;2.030838003211072
1068;0;0.37;0.28;0.1;0.221;0.1165;0.0265;0.0635;6;9.106588445777032;3.7426031949232685;6.436503358779248
1069;0;0.375;0.28;0.08;0.2345;0.1125;0.0455;0.067;6;5.420467452423146;4.29891314337091;4.524636675408424
1070;0;0.375;0.275;0.1;0.2325;0.1165;0.042;0.065;6;2.236548143572192;5.630734973371497;5.956515757141511
1071;0;0.385;0.29;0.08;0.2485;0.122;0.0495;0.065;7;11.322060820117558;5.916033134754837;7.601436992285829
1072;0;0.4;0.32;0.095;0.348;0.19399999999999998;0.053;0.087;6;3.0645816479143253;5.149846886715947;4.083660380916238
1073;0;0.405;0.3;0.11;0.32;0.172;0.044000000000000004;0.09300000000000001;7;9.520957368133017;7.4216497506271715;6.749707046868715
1074;0;0.41;0.3;0.1;0.282;0.1255;0.057;0.0875;7;3.0424396967796516;5.619703988833544;5.974385866613828
1075;0;0.41;0.325;0.1;0.3245;0.132;0.07200000000000001;0.106;6;-1.511446683213162;6.735282901410238;6.836404636444139
1076;0;0.42;0.3;0.105;0.316;0.1255;0.07;0.1035;7;5.441129595009898;6.8890473614279;8.76480500682144
1077;0;0.42;0.32;0.11;0.3625;0.174;0.0635;0.105;7;2.073786010034821;9.713788531336487;6.473797679558874
1078;0;0.42;0.31;0.095;0.27899999999999997;0.1255;0.051;0.08800000000000001;6;8.024567629881354;5.822904410187347;6.213233961094775
1079;0;0.425;0.325;0.115;0.3685;0.162;0.0865;0.1045;7;11.615657920659633;7.7055919762486065;8.216831049542877
1080;2;0.43;0.335;0.12;0.397;0.1985;0.0865;0.1035;7;11.13168429559078;5.998882300588968;6.8157124503480135
1081;0;0.435;0.33;0.11;0.413;0.2055;0.096;0.096;6;10.229052011838204;6.620048827856589;3.766978282553359
1082;0;0.435;0.345;0.115;0.418;0.222;0.0735;0.106;7;8.912707475338655;8.4213193712091;8.295491853848741
1083;0;0.44;0.33;0.11;0.3705;0.1545;0.084;0.12;7;-2.8306512941092805;5.385402331080549;6.767498541008054
1084;0;0.445;0.345;0.105;0.409;0.1675;0.1015;0.11699999999999999;7;2.9172277636229325;8.034616775559472;6.667003873718901
1085;0;0.445;0.34;0.145;0.434;0.1945;0.0905;0.13;7;12.747800927094378;9.234443529353912;7.2277153641973335
1086;0;0.445;0.335;0.11;0.41100000000000003;0.1985;0.0935;0.109;8;5.793265096355672;7.536164551677746;9.886288146364569
1087;0;0.45;0.365;0.125;0.462;0.2135;0.0985;0.1315;8;7.062626704886737;7.071488914665703;7.948381184452646
1088;0;0.45;0.34;0.12;0.4925;0.24100000000000002;0.1075;0.12;6;3.439438895911057;9.457788353809732;6.638136531280601
1089;0;0.45;0.33;0.105;0.3715;0.1865;0.0785;0.0975;7;4.663732653218631;7.804370144038432;7.02811018442769
1090;0;0.45;0.33;0.1;0.41100000000000003;0.1945;0.1;0.098;6;1.7345362843594767;7.027400365952972;6.385208941141868
1091;0;0.45;0.33;0.11;0.3685;0.16;0.0885;0.102;6;4.535884189893639;4.7137433062641865;6.477593790592227
1092;0;0.46;0.35;0.115;0.4155;0.18;0.098;0.1175;7;5.368566590911675;9.062956151814356;6.876858854520032
1093;2;0.47;0.36;0.105;0.544;0.27;0.1395;0.129;7;1.9052621331953787;5.184498600650344;5.71116732579359
1094;0;0.47;0.38;0.125;0.4845;0.21100000000000002;0.1075;0.142;6;11.117412119783646;9.075499675382337;5.414768247092839
1095;0;0.475;0.35;0.11;0.4565;0.20600000000000002;0.099;0.13;6;-3.149576082402241;7.037808334104421;5.2329399781685675
1096;0;0.475;0.35;0.1;0.4545;0.2165;0.111;0.115;7;9.17815083642317;4.154213760514813;6.810198576961058
1097;0;0.48;0.38;0.125;0.6245;0.3395;0.1085;0.1665;8;8.48772901633352;8.333789236489672;9.5908109113575
1098;2;0.49;0.465;0.125;0.5225;0.235;0.13;0.141;7;12.438815268244323;7.900213616927097;6.748609520558622
1099;0;0.5;0.375;0.14;0.5495;0.248;0.11199999999999999;0.1585;7;3.349251999984494;7.7038446027673615;8.56141758921167
1100;0;0.5;0.375;0.12;0.542;0.215;0.11599999999999999;0.17;9;8.83582281257989;4.372642612199589;7.8389477693387155
1101;0;0.5;0.38;0.125;0.519;0.2485;0.1135;0.134;8;11.25198904074281;7.276105134630377;8.354088234036142
1102;2;0.5;0.39;0.125;0.5215;0.2485;0.11699999999999999;0.131;6;1.3173692288539591;7.522532127346906;6.966162564957649
1103;1;0.505;0.39;0.125;0.5445;0.24600000000000002;0.15;0.1405;7;5.14881162349719;5.4575405363463165;8.571035838481992
1104;0;0.51;0.405;0.125;0.6795;0.3465;0.1395;0.182;8;6.660289616376116;4.282890494774518;7.647818417719119
1105;1;0.51;0.4;0.125;0.545;0.261;0.115;0.1385;6;4.405056981299209;6.225303336279534;4.925057720997588
1106;0;0.51;0.4;0.125;0.5575;0.2615;0.1195;0.1525;9;16.435858242870534;5.581950315979048;10.004538848951293
1107;0;0.51;0.38;0.115;0.5155;0.215;0.1135;0.166;8;5.112164881042887;6.205345283912322;8.749304191733652
1108;0;0.515;0.385;0.125;0.6115;0.3175;0.1265;0.15;8;0.8541736051656486;7.8082732814490186;6.6119386010747325
1109;2;0.52;0.4;0.145;0.7765;0.3525;0.1845;0.185;9;8.987960859196743;8.275055368205923;7.769831362174081
1110;0;0.52;0.38;0.135;0.5395;0.2295;0.133;0.157;8;3.362054077756353;3.955600042871122;8.253148990692083
1111;0;0.52;0.38;0.125;0.5545;0.28800000000000003;0.1295;0.16699999999999998;8;3.715026177361513;8.197418054060444;9.484292349744637
1112;1;0.52;0.46;0.15;1.0190000000000001;0.523;0.1985;0.254;7;16.03774076493916;6.938365822782702;6.194475236970992
1113;0;0.525;0.4;0.13;0.6455;0.325;0.1245;0.17;8;12.483322389050677;11.075849348455026;7.18926581721167
1114;0;0.525;0.4;0.14;0.601;0.2625;0.1285;0.1835;9;0.5725237514149644;8.158852455136078;10.746507636292797
1115;2;0.525;0.405;0.12;0.7555;0.3755;0.1555;0.201;9;9.301144037812286;12.236850245937246;9.000816667937073
1116;0;0.525;0.395;0.12;0.608;0.297;0.1395;0.1405;8;7.664007023446315;8.079333518987426;9.274634008937369
1117;0;0.53;0.4;0.125;0.617;0.27899999999999997;0.127;0.19;8;13.201257742269682;7.120917997423492;7.390787318096784
1118;0;0.535;0.39;0.125;0.599;0.2595;0.149;0.16899999999999998;9;7.280659442397244;7.677545673755029;7.9245430194089
1119;0;0.54;0.42;0.14;0.6665;0.3125;0.138;0.1895;10;6.598129472403604;11.49005900192589;9.774572015268353
1120;2;0.545;0.39;0.135;0.7835;0.4225;0.1815;0.156;7;8.320797444915188;5.104279015408458;7.483289878013433
1121;2;0.545;0.41;0.12;0.7929999999999999;0.434;0.1405;0.19;9;10.604036437687984;10.923406580244283;10.059182917863422
1122;2;0.545;0.415;0.14;0.82;0.4615;0.127;0.218;9;9.90652103891844;11.008110505717243;8.071005087543925
1123;1;0.55;0.415;0.135;0.8145;0.42700000000000005;0.1855;0.175;8;4.561021252204075;5.14003086954357;7.783287123469201
1124;1;0.55;0.43;0.15;0.84;0.395;0.195;0.223;8;7.969637361997563;8.065965069815675;7.112646859325069
1125;2;0.55;0.425;0.15;0.8315;0.41100000000000003;0.1765;0.2165;10;16.02848714094387;6.788823659640583;10.173705458772691
1126;2;0.56;0.43;0.145;0.8995;0.46399999999999997;0.1775;0.23399999999999999;9;7.512397416057718;13.163447727377307;7.903345859854761
1127;2;0.56;0.445;0.16;0.8965;0.42;0.2175;0.2215;8;12.357928904973718;8.44012661016919;7.422396707666572
1128;1;0.56;0.44;0.155;0.6405;0.336;0.1765;0.245;8;11.056743072456449;10.175197618372248;9.678970870986292
1129;2;0.56;0.415;0.145;0.852;0.43;0.1885;0.205;8;4.181439034525109;6.121114200134902;5.99921157116116
1130;2;0.565;0.455;0.15;0.9595;0.4565;0.2395;0.23;9;8.014215114262566;7.291715858501483;9.347047692091916
1131;2;0.565;0.435;0.15;0.99;0.5795;0.1825;0.20600000000000002;8;2.387593612722518;7.50352396479126;6.446169982350014
1132;1;0.565;0.45;0.175;1.0095;0.447;0.2375;0.2645;9;9.208542834507265;10.468658023334177;7.233341221893006
1133;2;0.57;0.46;0.15;1.0375;0.5415;0.2035;0.25;9;8.757141759399843;9.301596742131952;8.39163990408403
1134;1;0.57;0.445;0.145;0.8775;0.41200000000000003;0.217;0.22;8;5.732104787359626;7.012139042380342;8.853087609177585
1135;0;0.57;0.44;0.15;0.755;0.3425;0.16;0.22399999999999998;8;9.5158121815468;5.643756847888379;8.76171415257755
1136;1;0.575;0.46;0.145;0.9945;0.466;0.22899999999999998;0.265;7;1.789383857512247;3.043829622913434;8.167192727823277
1137;1;0.575;0.45;0.16;1.068;0.556;0.214;0.2575;10;9.903938890074869;9.017418931608097;9.229704004471909
1138;2;0.575;0.435;0.14;0.8455;0.401;0.191;0.222;9;5.619242310394323;8.123772886753766;10.008298135010227
1139;1;0.575;0.47;0.165;0.8690000000000001;0.435;0.19699999999999998;0.23800000000000002;9;15.788144778190194;10.170426989256029;7.8422963946705195
1140;2;0.575;0.455;0.135;0.907;0.4245;0.19699999999999998;0.26;9;4.581175311563135;11.39963958576176;8.683401372545609
1141;0;0.575;0.435;0.13;0.805;0.3155;0.2155;0.245;10;5.730418824528984;8.462800680825975;11.501127353078983
1142;2;0.575;0.445;0.17;1.0225;0.5489999999999999;0.2175;0.228;9;12.484968400090938;13.514837918930255;10.180089374422753
1143;2;0.575;0.445;0.145;0.847;0.415;0.1945;0.22;9;-1.9585248827259623;10.938086415460756;7.964731020286368
1144;2;0.58;0.455;0.15;1.114;0.4765;0.2155;0.265;8;10.813048545358221;4.23874817211819;7.306779460636361
1145;2;0.58;0.455;0.195;1.859;0.945;0.426;0.441;9;8.728003205964324;7.322394776012718;9.196379794775961
1146;2;0.58;0.445;0.135;0.8140000000000001;0.3775;0.1915;0.22;9;-0.5725419374018941;7.705894987750653;9.45965878071149
1147;2;0.58;0.45;0.14;0.9615;0.486;0.1815;0.253;9;8.634961062565472;7.402147961096259;7.958233977200633
1148;2;0.58;0.45;0.145;1.0025;0.547;0.1975;0.2295;8;0.05036890548132611;13.122623223476545;8.091437761295303
1149;1;0.58;0.45;0.155;0.93;0.385;0.24600000000000002;0.265;9;6.370185182835031;12.70262911419126;11.500346908630549
1150;2;0.585;0.46;0.145;0.9335;0.478;0.1825;0.235;9;4.8387545267052126;9.897598902323654;8.929329008318216
1151;2;0.585;0.465;0.16;0.9555;0.4595;0.23600000000000002;0.265;7;0.6826064724022336;8.677840174766347;7.825175027418915
1152;2;0.59;0.47;0.15;0.9955;0.48100000000000004;0.23199999999999998;0.24;8;14.913325605126712;7.529609476552272;8.241954669071344
1153;1;0.6;0.475;0.16;1.0265;0.485;0.2495;0.2565;9;14.45954082629737;6.826307825262351;9.304195564764138
1154;2;0.6;0.455;0.17;1.1915;0.696;0.2395;0.24;8;-0.5253186724388144;8.983682663591143;9.267327298355859
1155;1;0.6;0.465;0.15;1.1025;0.5455;0.262;0.25;8;12.290792682670464;9.699931497808505;6.161529664440794
1156;2;0.6;0.465;0.155;1.0165;0.512;0.2465;0.225;10;-1.2983998344598806;11.656169012373635;10.598202818965335
1157;1;0.605;0.47;0.165;1.1775;0.611;0.2275;0.292;9;10.025438218139731;7.952606200559987;8.854362782160289
1158;2;0.605;0.475;0.14;1.1175;0.555;0.257;0.27399999999999997;9;18.748021522843516;7.064128703759231;9.26305837372486
1159;2;0.605;0.48;0.17;1.1835;0.5820000000000001;0.2365;0.317;10;8.392476339976817;10.093786383935036;9.437029167872508
1160;1;0.605;0.475;0.165;1.056;0.433;0.2195;0.35700000000000004;9;14.315982906623226;6.518893097655816;8.595137746097507
1161;2;0.61;0.485;0.16;1.0145;0.5315;0.212;0.2415;8;-1.2030536577969855;6.615158040324845;8.305663405627714
1162;2;0.61;0.485;0.145;1.3305;0.7829999999999999;0.2255;0.2865;9;1.591696971089962;8.2620208071192;9.632755021854742
1163;2;0.61;0.47;0.165;1.052;0.498;0.242;0.267;9;4.282563716800299;9.176539975728451;8.579542920535335
1164;2;0.615;0.46;0.17;1.0565;0.4815;0.272;0.27;10;3.9909485394295867;13.139175722162719;8.991819938267277
1165;1;0.615;0.465;0.15;0.9229999999999999;0.4615;0.1825;0.2415;9;16.119633251199343;6.89686940442615;10.160759248177444
1166;1;0.615;0.475;0.155;1.0270000000000001;0.447;0.25;0.285;9;10.194883163936618;9.32643708759393;10.590302991474195
1167;2;0.62;0.47;0.135;1.0195;0.5315;0.2005;0.2475;8;8.373793577492101;6.801447180757052;7.99373600012502
1168;2;0.62;0.45;0.2;0.858;0.4285;0.1525;0.2405;8;5.421181154024289;7.490975595724397;9.670477588607039
1169;1;0.62;0.48;0.16;1.1125;0.5635;0.2445;0.281;8;15.617361194654107;8.684818594567945;7.8120831999427445
1170;1;0.625;0.485;0.175;1.3745;0.7335;0.2715;0.332;9;13.750164880420463;7.746508679421982;9.791975978375255
1171;2;0.625;0.48;0.185;1.2065;0.5870000000000001;0.29;0.28600000000000003;8;10.955240025518334;11.131317876960388;7.423741255622829
1172;2;0.63;0.47;0.155;1.1325;0.589;0.21100000000000002;0.287;8;10.93032415618425;7.058419733917173;8.308026553103687
1173;2;0.63;0.5;0.175;1.2645;0.5635;0.3065;0.3425;10;4.846259489864991;10.249424006684375;10.53983979503781
1174;1;0.635;0.495;0.015;1.1565;0.5115;0.308;0.2885;9;9.268909275233453;10.460987780714415;6.886686014795721
1175;2;0.64;0.515;0.165;1.369;0.632;0.3415;0.358;10;7.10006967213986;12.44219292626413;10.426184703829922
1176;2;0.645;0.53;0.195;1.39;0.6465;0.2945;0.3735;10;6.724644457979843;10.567942312312361;10.887284221890052
1177;1;0.645;0.48;0.17;1.1345;0.528;0.254;0.305;10;10.401382098045493;8.399174204900772;12.406302910680687
1178;1;0.65;0.5;0.19;1.464;0.6415;0.33899999999999997;0.4245;9;-8.553870797157149;8.142712772144879;10.368380077022433
1179;2;0.65;0.5;0.155;1.202;0.565;0.3135;0.294;11;5.834595992855855;9.561907851417626;11.748650506635556
1180;2;0.655;0.515;0.16;1.31;0.5529999999999999;0.369;0.345;11;21.626900546947443;6.909659390427892;12.257437249511748
1181;1;0.655;0.51;0.175;1.415;0.5885;0.3725;0.364;10;2.342164355366271;9.426712505593894;10.808237940426991
1182;1;0.66;0.53;0.185;1.3459999999999999;0.546;0.2705;0.47600000000000003;11;10.432707725829784;14.735296974271446;9.273665514903787
1183;2;0.665;0.525;0.16;1.3630000000000002;0.629;0.27899999999999997;0.34;8;11.482192589795021;4.953469781669462;9.207968043307348
1184;0;0.665;0.5;0.17;1.2975;0.6035;0.29100000000000004;0.3595;9;15.351372109307082;6.223300893249076;10.330719475628888
1185;1;0.67;0.505;0.205;1.3645;0.6075;0.3025;0.353;9;19.90435362233791;10.731583240945211;9.674255322138523
1186;1;0.685;0.54;0.215;1.7025;0.664;0.3655;0.4735;14;13.872654838338182;11.602771185519247;14.943619121106021
1187;2;0.685;0.52;0.165;1.5190000000000001;0.6990000000000001;0.3685;0.4;10;12.336487439026355;8.173629126076694;12.006395761188571
1188;1;0.69;0.54;0.155;1.454;0.624;0.3105;0.39;9;7.712616776514182;6.440390109225929;10.103851856718387
1189;2;0.69;0.53;0.21;1.5830000000000002;0.7355;0.405;0.3865;12;9.17849619929149;12.336556036587151;12.701936159915865
1190;1;0.69;0.53;0.17;1.5535;0.7945;0.3485;0.3695;9;16.62952277339249;9.237338862950194;10.148404145318779
1191;2;0.695;0.56;0.185;1.74;0.885;0.3715;0.4375;10;13.840257452457083;9.949306746820954;10.665752563974186
1192;2;0.7;0.565;0.18;1.751;0.895;0.3355;0.446;9;10.809520474356106;11.77239715320893;9.92254452829616
1193;2;0.7;0.575;0.19;2.273;1.095;0.418;0.638;12;14.378849050974953;12.290827706905166;12.333540504578524
1194;1;0.7;0.525;0.19;1.6465;0.8545;0.307;0.3995;9;10.199772831311204;10.801917631448966;8.665653427431192
1195;1;0.705;0.55;0.17;1.219;0.6395;0.23600000000000002;0.301;9;11.373478340443217;11.725393803023465;10.040657027898769
1196;1;0.71;0.56;0.18;1.652;0.735;0.381;0.4525;11;16.56831539426268;11.824389150669036;10.636711661389427
1197;2;0.715;0.55;0.19;2.0045;1.0465;0.40700000000000003;0.5075;12;17.373206390280707;10.520948928940774;13.34194416779651
1198;2;0.715;0.535;0.19;1.6755;0.889;0.313;0.42;10;0.3565382381974498;13.545952967550614;10.256506395450847
1199;1;0.72;0.58;0.195;2.103;1.0265;0.48;0.5375;10;3.924894683415209;7.134128157676618;8.84642827475011
1200;1;0.72;0.55;0.2;1.9965;0.9035;0.469;0.5215;10;-1.3950355790872333;11.791901524350456;9.905968044391567
1201;2;0.72;0.565;0.145;1.187;0.691;0.1945;0.2685;8;9.79420331475976;11.358606339234708;7.150449675499425
1202;2;0.725;0.505;0.185;1.9780000000000002;1.026;0.4255;0.4505;12;10.783183211025214;12.204864620362907;11.010872619345573
1203;1;0.73;0.575;0.185;1.8795;0.9309999999999999;0.38;0.4825;12;15.725017743167308;11.739458261495725;13.791261431321686
1204;2;0.735;0.585;0.185;2.124;0.9520000000000001;0.55;0.5;11;4.538275029856571;10.338308762894789;8.58144076486266
1205;2;0.745;0.565;0.215;1.931;0.8959999999999999;0.4585;0.5;11;13.870879730809719;10.370899433996604;10.574467477236638
1206;1;0.75;0.57;0.21;2.2359999999999998;1.109;0.5195;0.545;11;19.850732333306077;10.18096959628969;9.639533863210053
1207;1;0.755;0.625;0.21;2.505;1.1965;0.513;0.6785;11;6.244532586687319;11.936125655522016;12.040157366170266
1208;2;0.755;0.58;0.205;2.0065;0.8295;0.4015;0.595;10;5.787294991777375;9.375759112673835;10.614741220226616
1209;1;0.78;0.63;0.215;2.657;1.4880000000000002;0.4985;0.586;11;9.545784256686968;8.92400664498443;10.142479966606881
1210;0;0.185;0.375;0.12;0.4645;0.196;0.1045;0.15;6;7.213873903948523;4.904846099381125;6.79262258095079
1211;0;0.245;0.205;0.06;0.0765;0.034;0.013999999999999999;0.0215;4;2.272260909645774;4.268870687596533;3.5273658586261822
1212;0;0.25;0.185;0.065;0.0685;0.0295;0.013999999999999999;0.0225;5;9.564500298576021;6.251505634038132;5.358360035234565
1213;0;0.25;0.19;0.065;0.0835;0.039;0.015;0.025;5;-0.7522342684602679;4.94401451370236;5.421101685343834
1214;0;0.275;0.195;0.09;0.1125;0.0545;0.0295;0.0355;6;8.965765513987481;5.616731371461916;5.900720289419451
1215;0;0.305;0.215;0.065;0.1075;0.044000000000000004;0.0205;0.038;5;4.285749826246012;4.03707118991114;4.833602426762022
1216;0;0.31;0.225;0.07;0.1055;0.435;0.015;0.04;5;-4.3851881366035155;3.3653206506011015;6.23540268936731
1217;0;0.315;0.23;0.08;0.1375;0.0545;0.031;0.0445;5;6.231485303089691;5.7126384834517285;4.845905140208567
1218;0;0.315;0.23;0.07;0.1145;0.046;0.0235;0.0385;5;13.55278124910148;2.279267519285495;7.1791271713787745
1219;0;0.325;0.225;0.075;0.139;0.0565;0.032;0.09;6;11.999843030037338;6.736983786512323;6.8918668906178295
1220;0;0.33;0.25;0.095;0.2085;0.102;0.0395;0.052000000000000005;7;9.1066707751278;7.880101657533317;6.308792522460976
1221;0;0.33;0.205;0.095;0.1595;0.077;0.032;0.0435;5;8.527838347484662;9.220765171102801;5.202019746369869
1222;0;0.335;0.245;0.09;0.2015;0.096;0.0405;0.048;7;5.134394383131523;4.932118395492084;8.12478585495814
1223;0;0.34;0.25;0.09;0.179;0.0775;0.033;0.055;6;3.9456199548883326;8.971911434940552;5.673495011872721
1224;0;0.345;0.255;0.095;0.1945;0.0925;0.037000000000000005;0.055;6;1.5128360031759724;5.702455430069807;5.487537164233037
1225;0;0.345;0.255;0.085;0.2005;0.105;0.037000000000000005;0.05;5;3.460978593950901;10.355001264074104;5.891364723524897
1226;0;0.35;0.27;0.075;0.215;0.1;0.036000000000000004;0.065;6;4.911013376257574;6.968851514309753;5.383936440940978
1227;0;0.35;0.255;0.09;0.1785;0.0855;0.0305;0.0525;8;-0.412188069614432;5.5255738570737565;7.828119422867508
1228;0;0.36;0.27;0.085;0.196;0.0875;0.035;0.064;4;-3.4614853418108984;3.287646355425294;3.080863933419363
1229;0;0.365;0.27;0.085;0.1875;0.081;0.042;0.057999999999999996;6;-0.5446594439355801;8.087357337309335;3.67050223370718
1230;0;0.365;0.27;0.085;0.196;0.0825;0.0375;0.06;7;0.9387733669925842;7.138961920865689;6.715708192534373
1231;0;0.365;0.265;0.085;0.213;0.0945;0.049;0.06;7;0.3338763477027564;8.54005574297893;5.772864315362669
1232;0;0.37;0.29;0.09;0.2445;0.08900000000000001;0.0655;0.075;7;14.796665610870793;5.128703976257861;8.269104710702464
1233;0;0.37;0.28;0.085;0.217;0.1095;0.035;0.062;6;5.381888329033371;2.489862233783237;6.15694472644946
1234;0;0.375;0.29;0.095;0.213;0.096;0.040999999999999995;0.061;5;2.851641438264828;7.003778022563832;5.208430364335708
1235;0;0.375;0.29;0.085;0.2385;0.11800000000000001;0.045;0.0695;7;9.18371286042216;7.374051511748496;7.275354610165903
1236;0;0.375;0.275;0.09;0.218;0.09300000000000001;0.0405;0.0755;6;2.3766181606496226;5.355194127559876;5.760680245026886
1237;0;0.375;0.275;0.095;0.2465;0.11;0.0415;0.0775;6;3.7386820775400076;5.643833921118077;6.609651022185536
1238;0;0.375;0.28;0.08;0.2025;0.0825;0.048;0.065;8;6.780929813034418;6.496134317489829;9.754572925487672
1239;0;0.375;0.27;0.085;0.218;0.0945;0.039;0.07;7;14.001989471345585;5.586796346648423;7.119533310804618
1240;0;0.38;0.275;0.11;0.256;0.11;0.0535;0.0755;6;7.495081613072247;5.436100508219724;4.177554669796585
1241;0;0.38;0.27;0.08;0.2105;0.0865;0.042;0.07;8;14.950156570308408;10.232735365521727;7.302402820779951
1242;0;0.385;0.29;0.09;0.2615;0.111;0.0595;0.0745;9;1.8823543523985844;12.46116007163397;8.805807499442917
1243;0;0.385;0.28;0.085;0.2175;0.09699999999999999;0.038;0.067;8;6.659713426079902;8.458765377289946;8.282348564815251
